1, 32; -0.923606, 0.712439, 0.496755; 0, 9, 1, 0; 27835076; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 32; -0.928216, 0.713563, 0.508594; 0, 9, 1, 0; 27833784; 1, 0, 1; 1, 0, 0; 2, 1, 2;
0, 32; -0.929186, 0.711052, 0.529018 / -0.928740, 0.711220, 0.529036 / -0.929631, 0.710885, 0.529000; 0, 9, 1, 0; 27830336; 2, 1, 1; 1, 1, 0; 4, 1, 2/ 3, 2, 1;
0, 32; -0.934357, 0.711365, 0.526810; 0, 9, 1, 0; 27831212; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 32; -0.943024, 0.706586, 0.473655; 0, 9, 1, 0; 27838378; 0, 1, 0; 0, 1, 0; 1, 1, 1;
0, 32; -0.943545, 0.702326, 0.476841; 0, 9, 1, 0; 27838212; 0, 1, 0; 1, 0, 0; 3, 1, 1;
0, 32; -1.262741, -0.221180, -1.309573; 0, 10, 1, 1; 126237383; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 32; -1.266439, -0.224114, -1.309878; 0, 10, 1, 1; 126237298; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 32; -1.619654, -0.335756, -2.011923; 0, 10, 1, 1; 118106460; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 32; -1.690487, -0.387787, -2.121614; 0, 10, 1, 1; 117786568; 0, 1, 0; 0, 1, 0; 1, 1, 1;
0, 32; -1.701643, -1.250665, -3.040750; 0, 12, 1, 1; 101591931; 1, 0, 1; 0, 1, 0; 1, 1, 2;
1, 33; -1.893392, -0.789182, -3.799812; 0, 12, 1, 1; 86855695; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 33; -1.896275, -0.786270, -3.797171; 0, 12, 1, 1; 86855766; 1, 0, 1; 0, 1, 0; 1, 1, 2;
1, 38; -0.159282, -0.700857, -2.061167; 0, 16, 1, 1; 49962631; 0, 1, 0; 0, 1, 0; 4, 1, 1;
0, 38; -0.364336, -0.349867, -1.992976; 0, 16, 1, 1; 44768775; 0, 1, 0; 0, 1, 0; 1, 1, 1;
1, 40; 0.921314, 1.819684, 1.073713; 0, 25, 1, 1; 202661070; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 40; 0.928238, 1.841798, 1.063894; 0, 25, 1, 1; 202659536; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 40; 0.995750, 1.894107, 1.114827 / 0.996255, 1.894237, 1.115025 / 0.995245, 1.893977, 1.114630; 0, 25, 1, 1; 202405439; 2, 1, 1; 1, 1, 0; 1, 1, 2/ 2, 3, 1;
0, 40; 1.037662, 2.205115, 0.685095; 0, 26, 1, 0; 1545581; 0, 1, 0; 0, 1, 0; 4, 1, 1;
1, 46; 0.628348, 0.789098, -3.172920; 0, 28, 1, 1; 181735139; 1, 0, 1; 1, 0, 0; 3, 1, 2;
0, 46; 0.642822, 0.798056, -3.183460; 0, 28, 1, 1; 181737015; 0, 1, 0; 0, 1, 0; 1, 1, 1;
1, 47; 1.294919, -2.832579, 0.283284 / 1.294930, -2.832361, 0.283386 / 1.294909, -2.832797, 0.283181; 0, 27, 1, 0; 32820363; 2, 1, 1; 2, 0, 0; 2, 1, 2/ 2, 2, 1;
0, 47; 1.707080, -1.303310, 0.987573; 0, 25, 1, 1; 102856706; 1, 0, 1; 0, 1, 0; 4, 1, 2;
1, 50; -0.991442, -3.693846, -1.736904; 0, 10, 1, 0; 16093452; 0, 1, 0; 0, 1, 0; 1, 1, 1;
0, 50; 2.158037, -1.738423, -0.452280; 0, 33, 1, 0; 42326506; 0, 1, 0; 0, 1, 0; 4, 1, 1;
1, 51; -2.627896, 2.417410, 2.124141; 0, 5, 1, 1; 153716756; 1, 0, 1; 0, 1, 0; 1, 1, 2;
1, 52; 2.322998, 2.342570, 0.151586; 0, 34, 1, 0; 9134973; 1, 0, 1; 0, 1, 0; 4, 1, 2;
1, 57; -3.567964, 0.023503, -1.934786; 0, 2, 1, 0; 67660048; 1, 0, 1; 0, 1, 0; 1, 1, 2;
1, 59; 3.321737, 0.663235, -0.390410 / 3.322312, 0.663263, -0.389861 / 3.321162, 0.663208, -0.390959; 0, 33, 1, 1; 107227462; 2, 1, 2; 1, 2, 0; 1, 1, 2/ 2, 2, 2/ 1, 3, 1;
0, 59; 3.495963, 1.086627, -0.837968; 0, 33, 1, 1; 122292961; 1, 0, 1; 0, 1, 0; 4, 1, 2;
1, 69; 3.373585, 0.466873, 0.538407; 0, 33, 1, 1; 105671451; 1, 0, 1; 1, 0, 0; 3, 1, 2;
1, 72; 1.286085, -1.228179, -1.295502 / 1.287261, -1.227536, -1.295094 / 1.284909, -1.228822, -1.295910; 0, 27, 1, 1; 138642083; 1, 0, 2; 1, 1, 0; 4, 1, 2/ 3, 9, 2;
0, 72; 1.287166, -1.235351, -1.297178; 0, 27, 1, 1; 138642139; 0, 1, 0; 0, 1, 0; 1, 1, 1;
0, 72; 1.289190, -1.227295, -1.294259 / 1.289450, -1.226868, -1.294095 / 1.288930, -1.227723, -1.294422; 0, 27, 1, 1; 138642020; 0, 2, 0; 1, 1, 0; 4, 1, 1/ 2, 3, 1;
0, 72; 1.289456, -1.241420, -1.296672; 0, 27, 1, 1; 138641963; 1, 0, 1; 1, 0, 0; 3, 1, 2;
0, 72; 1.289673, -1.241773, -1.299774; 0, 27, 1, 1; 138643008; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 72; 1.291985, -1.226623, -1.290689; 0, 27, 1, 1; 138641126; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 72; 1.440972, 0.063214, -1.336287; 0, 27, 1, 1; 184561234; 1, 0, 1; 0, 1, 0; 4, 1, 2;
1, 73; 0.131762, -0.793680, 3.708325 / 0.132088, -0.793321, 3.708446 / 0.131435, -0.794039, 3.708204; 0, 39, 1, 1; 44026459; 2, 2, 1; 1, 2, 0; 1, 1, 2/ 1, 2, 1/ 2, 2, 1;
0, 73; 0.132311, -0.796607, 3.709075; 0, 39, 1, 1; 44026298; 1, 0, 1; 0, 1, 0; 1, 1, 2;
1, 79; 0.836420, 3.672155, -0.763896; 0, 43, 1, 0; 7084723; 0, 1, 0; 1, 0, 0; 2, 1, 1;
1, 81; -1.589706, -2.791375, -1.924960; 0, 10, 1, 0; 46349138; 0, 1, 0; 0, 1, 0; 1, 1, 1;
0, 81; -2.036849, -2.584880, -1.556712; 0, 10, 1, 1; 57423905; 1, 0, 1; 1, 0, 0; 2, 1, 2;
1, 88; -0.211068, -1.538793, 0.824335; 0, 23, 1, 0; 35679416; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 88; -1.109861, -0.942791, 1.035183; 0, 7, 1, 1; 127491558; 1, 0, 1; 1, 0, 0; 3, 1, 2;
1, 98; 3.510452, -0.233532, -2.927745; 0, 30, 1, 1; 86256632; 0, 1, 0; 0, 1, 0; 4, 1, 1;
0, 98; 3.810486, -0.686585, -3.213612; 0, 46, 1, 1; 67216995; 1, 0, 1; 0, 1, 0; 1, 1, 2;
1, 99; 3.167244, -1.432329, -2.322027; 0, 32, 1, 0; 34422609; 1, 0, 1; 0, 1, 0; 4, 1, 2;
1, 103; -1.127968, -1.740629, -1.042168; 0, 10, 1, 1; 86968102; 0, 1, 0; 0, 1, 0; 4, 1, 1;
0, 103; 3.534058, -1.125213, -2.190743; 0, 32, 1, 0; 33714824; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 103; 3.707357, -1.096532, -2.250867; 0, 46, 1, 1; 82156224; 1, 0, 1; 0, 1, 0; 4, 1, 2;
1, 106; -0.644462, -3.507306, 3.801588; 0, 39, 1, 1; 67074580; 0, 1, 0; 1, 0, 0; 3, 1, 1;
1, 110; 2.483968, -1.399031, 3.448540; 0, 36, 1, 1; 89715750; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 110; 2.484644, -1.398144, 3.446692; 0, 36, 1, 1; 89715670; 0, 1, 0; 0, 1, 0; 1, 1, 1;
1, 117; 3.175825, 2.042543, -2.325812; 0, 31, 1, 1; 92676495; 1, 0, 1; 1, 0, 0; 3, 1, 2;
1, 118; 1.748246, -3.238229, 1.661797; 0, 25, 1, 0; 49561288; 1, 0, 1; 1, 0, 0; 2, 1, 2;
0, 118; 1.757279, -3.198027, 1.665635; 0, 25, 1, 0; 49439490; 1, 0, 1; 0, 1, 0; 4, 1, 2;
1, 121; -3.032109, -2.717090, 0.472707; 0, 2, 1, 1; 217447580; 1, 0, 1; 0, 1, 0; 1, 1, 2;
1, 127; -1.482140, 3.027514, 3.669250; 0, 40, 1, 0; 10406412; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 127; -2.732465, 3.714283, -2.536590; 0, 44, 1, 0; 8759773; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 127; -2.873103, 3.802737, -2.662769; 0, 44, 1, 0; 8920321; 1, 0, 1; 1, 0, 0; 2, 1, 2;
0, 127; -2.886450, 3.814719, -2.663616; 0, 44, 1, 0; 8918792; 0, 1, 0; 0, 1, 0; 4, 1, 1;
1, 132; 0.375123, 1.726004, 3.090775; 0, 24, 1, 0; 7019584; 0, 1, 0; 0, 1, 0; 4, 1, 1;
1, 136; 3.339311, -1.973561, 0.488221; 0, 33, 1, 0; 33796474; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 136; 3.462491, -2.008919, 0.398541; 0, 33, 1, 0; 33582229; 1, 0, 1; 0, 1, 0; 1, 1, 2;
1, 139; -0.507122, 0.511770, -3.858476; 0, 14, 1, 1; 45635365; 0, 1, 0; 0, 1, 0; 1, 1, 1;
0, 139; 2.965840, -0.042548, 1.967278; 0, 35, 1, 1; 28086815; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 139; 2.967973, -0.042936, 1.961795; 0, 35, 1, 1; 28085695; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 139; 3.040164, 0.027286, 2.576380; 0, 37, 1, 1; 22301454; 0, 1, 0; 1, 0, 0; 2, 1, 1;
1, 142; -0.514547, 0.397083, -0.434214; 0, 19, 1, 0; 15918160; 0, 1, 0; 0, 1, 0; 1, 1, 1;
0, 142; -1.983352, 0.659096, -1.440115 / -1.982771, 0.659168, -1.439917 / -1.983933, 0.659024, -1.440313; 0, 11, 1, 0; 8509519; 1, 0, 2; 0, 2, 0; 4, 1, 2/ 4, 3, 2;
0, 142; -2.977774, 1.019037, -2.806317; 0, 1, 1, 1; 150075418; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 142; 0.128053, 0.369779, 0.053339; 0, 19, 1, 0; 18948061; 0, 1, 0; 0, 1, 0; 1, 1, 1;
1, 146; -0.278518, -3.439707, -0.708101; 0, 17, 1, 1; 65841413; 0, 1, 0; 1, 0, 0; 3, 1, 1;
0, 146; -0.486074, -3.679028, -0.629076; 0, 17, 1, 1; 54787949; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 146; 1.239190, -1.895715, -1.333311; 0, 27, 1, 1; 120889850; 1, 0, 1; 1, 0, 0; 3, 1, 2;
0, 146; 1.429375, -1.570251, -1.362708; 0, 27, 1, 1; 130452924; 1, 0, 1; 1, 0, 0; 2, 1, 2;
1, 151; -1.978874, -1.432608, 0.979379; 0, 7, 1, 1; 116868760; 0, 1, 0; 1, 0, 0; 3, 1, 1;
0, 151; -1.997800, -1.468838, 0.915679; 0, 7, 1, 1; 116992876; 0, 1, 0; 0, 1, 0; 4, 1, 1;
0, 151; -2.020381, -0.836367, 1.361253; 0, 7, 1, 1; 135208350; 1, 0, 1; 1, 0, 0; 2, 1, 2;
0, 151; -2.025858, -0.844273, 1.356627 / -2.025469, -0.844165, 1.356901 / -2.026247, -0.844380, 1.356352; 0, 7, 1, 1; 135208012; 2, 1, 1; 1, 1, 0; 2, 1, 1/ 1, 3, 2;
0, 151; -2.027825, -0.847802, 1.358452; 0, 7, 1, 1; 135208077; 1, 0, 1; 1, 0, 0; 3, 1, 2;
0, 151; -2.070649, -0.777364, 1.410406; 0, 7, 1, 1; 135315902; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 151; -2.127441, -0.214247, 2.296595; 0, 6, 1, 1; 110995411; 1, 0, 1; 1, 0, 0; 2, 1, 2;
1, 177; 1.242703, 2.891951, -3.424062; 0, 28, 1, 1; 119808782; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 177; 1.389093, 2.961675, -3.503283; 0, 28, 1, 1; 119547521; 0, 1, 0; 0, 1, 0; 4, 1, 1;
1, 179; 2.925386, 3.845228, 1.684427; 0, 42, 1, 0; 1219686; 0, 1, 0; 0, 1, 0; 4, 1, 1;
0, 179; 2.926159, 3.847201, 1.684824; 0, 42, 1, 0; 1219757; 1, 0, 1; 0, 1, 0; 4, 1, 2;
1, 182; -0.145761, 2.288623, 2.722727; 0, 24, 1, 0; 21164280; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 182; 0.616868, 0.693121, 1.396859; 0, 25, 1, 1; 164471987; 1, 0, 1; 1, 0, 0; 2, 1, 2;
0, 182; 0.650826, 0.231765, 1.085658; 0, 25, 1, 1; 145965744; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 182; 0.652027, 0.231530, 1.093159; 0, 25, 1, 1; 145964543; 1, 0, 1; 1, 0, 0; 2, 1, 2;
0, 182; 0.652422, 0.230941, 1.088823; 0, 25, 1, 1; 145965663; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 182; 0.654189, 0.223989, 1.095096; 0, 25, 1, 1; 145964364; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 182; 0.655395, 0.230817, 1.096328 / 0.656012, 0.230969, 1.097191 / 0.654778, 0.230666, 1.095465; 0, 25, 1, 1; 145964453; 2, 2, 1; 0, 3, 0; 4, 1, 2/ 4, 4, 1/ 4, 5, 1;
0, 182; 0.655846, 0.228121, 1.098434 / 0.656325, 0.228516, 1.098576 / 0.655367, 0.227727, 1.098293; 0, 25, 1, 1; 145964217; 1, 0, 2; 1, 1, 0; 4, 1, 2/ 2, 5, 2;
0, 182; 0.656482, 0.224423, 1.098990 / 0.656696, 0.225027, 1.099322 / 0.656269, 0.223818, 1.098657; 0, 25, 1, 1; 145964206; 2, 1, 1; 1, 1, 0; 2, 1, 2/ 4, 4, 1;
0, 182; 0.657190, 0.223024, 1.097147 / 0.657931, 0.223338, 1.097746 / 0.656450, 0.222710, 1.096549; 0, 25, 1, 1; 145964277; 1, 0, 2; 0, 2, 0; 1, 1, 2/ 1, 6, 2;
0, 182; 0.660943, -0.078517, 0.732557; 0, 25, 1, 1; 145253790; 1, 0, 1; 0, 1, 0; 1, 1, 2;
1, 183; 1.251836, 0.072059, 0.728739; 0, 25, 1, 1; 149243977; 1, 0, 1; 1, 0, 0; 3, 1, 2;
1, 191; -1.140340, 2.219778, 0.534479; 0, 8, 1, 1; 132664840; 1, 0, 1; 0, 1, 0; 1, 1, 2;
1, 197; 1.873366, -2.471566, 3.763136; 0, 38, 1, 1; 84768933; 0, 1, 0; 1, 0, 0; 3, 1, 1;
0, 197; 1.891629, -2.450924, 3.660012 / 1.891688, -2.450743, 3.660027 / 1.891570, -2.451105, 3.659996; 0, 38, 1, 1; 84744361; 2, 1, 1; 1, 1, 0; 3, 1, 2/ 4, 1, 1;
0, 197; 2.152809, -2.485498, 3.625433; 0, 38, 1, 1; 69390206; 1, 0, 1; 1, 0, 0; 3, 1, 2;
0, 197; 2.949262, -2.035629, 3.798782; 0, 38, 1, 1; 51356402; 1, 0, 1; 0, 1, 0; 4, 1, 2;
1, 220; 1.094943, -1.899064, 0.958530 / 1.095168, -1.898443, 0.959322 / 1.094718, -1.899685, 0.957738; 0, 25, 1, 0; 88452713; 1, 0, 2; 0, 2, 0; 4, 1, 2/ 4, 4, 2;
0, 220; 1.109462, -1.877567, 0.974301; 0, 25, 1, 0; 88361595; 0, 1, 0; 0, 1, 0; 1, 1, 1;
0, 220; 1.127771, -1.842612, 1.000673 / 1.127817, -1.842538, 1.000767 / 1.127726, -1.842686, 1.000579; 0, 25, 1, 0; 88233217; 0, 2, 0; 0, 2, 0; 4, 1, 1/ 4, 2, 1;
0, 220; 1.128877, -1.851029, 0.992657; 0, 25, 1, 0; 88326551; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 220; 1.129576, -1.842310, 0.997031; 0, 25, 1, 0; 88233459; 0, 1, 0; 1, 0, 0; 2, 1, 1;
0, 220; 1.137590, -1.857891, 0.995669; 0, 25, 1, 0; 88327435; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 220; 1.142451, -1.858296, 0.999197; 0, 25, 1, 0; 88327530; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 220; 1.770495, -1.991577, 1.715584; 0, 25, 1, 0; 85432652; 0, 1, 0; 0, 1, 0; 4, 1, 1;
1, 226; 1.102061, -2.006325, -2.014665; 0, 27, 1, 1; 122496169; 1, 0, 1; 1, 0, 0; 3, 1, 2;
0, 226; 1.284879, -1.532810, -2.220854; 0, 27, 1, 1; 129285671; 1, 0, 1; 1, 0, 0; 3, 1, 2;
0, 226; 1.286338, -1.538980, -2.221170 / 1.286371, -1.538713, -2.221003 / 1.286306, -1.539247, -2.221337; 0, 27, 1, 1; 129285574; 1, 0, 2; 0, 2, 0; 1, 1, 2/ 1, 3, 2;
0, 226; 1.558516, -1.252152, -1.646490; 0, 27, 1, 1; 137330603; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 226; 1.577395, -1.258966, -1.607319; 0, 27, 1, 1; 137324979; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 226; 2.030069, -2.929675, -0.804847; 0, 27, 1, 0; 26890521; 0, 1, 0; 1, 0, 0; 3, 1, 1;
0, 226; 2.247958, -3.056080, 0.956239; 0, 35, 1, 1; 112112664; 0, 1, 0; 0, 1, 0; 1, 1, 1;
0, 226; 2.315762, -2.887215, 2.498195 / 2.316046, -2.887144, 2.498256 / 2.315478, -2.887287, 2.498134; 0, 36, 1, 1; 51214579; 0, 2, 0; 0, 2, 0; 1, 1, 1/ 1, 2, 1;
0, 226; 2.501368, -2.894577, 3.795956; 0, 38, 1, 1; 66322512; 0, 1, 0; 1, 0, 0; 3, 1, 1;
1, 229; -0.863053, 2.506233, -0.694645; 0, 20, 1, 0; 16873631; 1, 0, 1; 0, 1, 0; 1, 1, 2;
1, 232; 3.672051, 0.521608, -1.917955; 0, 46, 1, 1; 32566479; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 232; 3.674736, 0.531547, -1.909317; 0, 46, 1, 1; 32565099; 0, 1, 0; 1, 0, 0; 3, 1, 1;
0, 232; 3.707761, 0.334709, -1.755731; 0, 46, 1, 1; 33112212; 0, 1, 0; 0, 1, 0; 1, 1, 1;
1, 234; -1.694050, -1.234538, 3.447832; 0, 6, 1, 1; 140449906; 1, 0, 1; 0, 1, 0; 4, 1, 2;
1, 235; -0.115586, 3.061358, -1.748142; 0, 15, 1, 1; 41619764; 1, 0, 1; 0, 1, 0; 4, 1, 2;
1, 236; -2.243619, 0.640408, 0.941387; 0, 8, 1, 0; 5745265; 1, 0, 1; 0, 1, 0; 4, 1, 2;
1, 245; -2.887564, -1.905447, 1.162179; 0, 4, 1, 1; 106264374; 0, 1, 0; 1, 0, 0; 2, 1, 1;
0, 245; -2.891970, -1.923849, 1.172542; 0, 4, 1, 1; 106261853; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 245; -2.903660, -1.293560, 1.223525; 0, 4, 1, 1; 89556251; 1, 0, 1; 1, 0, 0; 2, 1, 2;
0, 245; -2.903732, -1.289981, 1.221066; 0, 4, 1, 1; 89556264; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 245; -2.907130, -1.480091, 1.238948; 0, 4, 1, 1; 89634405; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 245; -2.908789, -1.479053, 1.239633; 0, 4, 1, 1; 89634486; 1, 0, 1; 0, 1, 0; 1, 1, 2;
1, 251; 1.710540, 0.791008, -0.118023; 0, 26, 1, 1; 126269963; 1, 0, 1; 0, 1, 0; 4, 1, 2;
1, 256; -0.916165, -0.931114, -1.680978; 0, 10, 1, 1; 104040000; 1, 0, 1; 1, 0, 0; 2, 1, 2;
0, 256; -0.994017, -0.525107, 0.965688; 0, 7, 1, 1; 145656901; 0, 1, 0; 0, 1, 0; 1, 1, 1;
0, 256; -1.241592, 1.772672, -0.687442 / -1.239950, 1.773512, -0.687248 / -1.243234, 1.771833, -0.687636; 0, 9, 1, 0; 1812731; 0, 2, 0; 0, 2, 1; 1, 1, 1/ 4, 11, 1;
0, 256; -1.246021, 1.769984, -0.691719; 0, 9, 1, 0; 1812597; 1, 0, 1; 1, 0, 0; 2, 1, 2;
0, 256; -1.708311, 2.345066, 0.076432; 0, 8, 1, 1; 133704567; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 256; -2.011054, 2.615638, 0.631035 / -2.010600, 2.616161, 0.631248 / -2.011508, 2.615114, 0.630823; 0, 8, 1, 1; 62555176; 1, 0, 2; 1, 1, 0; 2, 1, 2/ 4, 1, 2;
0, 256; -2.136798, 2.664402, 0.836606; 0, 8, 1, 1; 59056446; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 256; -2.655920, 2.597853, 2.808906; 0, 5, 1, 1; 152938211; 1, 0, 1; 1, 0, 0; 3, 1, 2;
1, 263; -3.102569, 3.583970, -1.998634; 0, 1, 1, 1; 227549183; 1, 0, 1; 0, 1, 0; 1, 1, 2;
1, 264; 0.105453, -2.602341, 2.269284; 0, 23, 1, 1; 142638720; 0, 1, 0; 1, 0, 0; 2, 1, 1;
0, 264; 0.191847, -2.467882, 2.172423; 0, 23, 1, 1; 142719029; 0, 1, 0; 1, 0, 0; 2, 1, 1;
1, 272; -1.760328, -1.141520, 2.894049; 0, 6, 1, 1; 135306857; 0, 1, 0; 1, 0, 0; 3, 1, 1;
0, 272; -1.777105, -1.463224, 3.180059; 0, 6, 1, 1; 142541900; 1, 0, 1; 1, 0, 0; 2, 1, 2;
0, 272; -1.777949, -1.460823, 3.177692; 0, 6, 1, 1; 142541815; 0, 1, 0; 1, 0, 0; 2, 1, 1;
0, 272; -1.936277, -0.711591, 2.739850; 0, 6, 1, 1; 125925351; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 272; -2.056114, -2.336795, 3.507093; 0, 6, 1, 1; 175267781; 0, 1, 0; 0, 1, 0; 1, 1, 1;
0, 272; -2.057327, -2.340196, 3.504533; 0, 6, 1, 1; 175266739; 1, 0, 1; 1, 0, 0; 3, 1, 2;
1, 276; -0.356893, -1.123919, -1.051430; 0, 16, 1, 1; 56763405; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 276; -0.528373, -0.978205, -0.741835; 0, 18, 1, 1; 54530002; 0, 1, 0; 1, 0, 0; 2, 1, 1;
0, 276; 1.602831, -2.237317, -0.045653 / 1.603558, -2.237222, -0.045620 / 1.602105, -2.237412, -0.045686; 0, 27, 1, 0; 12659763; 1, 0, 2; 0, 2, 1; 1, 1, 2/ 4, 5, 2;
0, 276; 2.471713, -1.264114, 1.356228; 0, 35, 1, 1; 61009918; 0, 1, 0; 1, 0, 0; 3, 1, 1;
0, 276; 3.400929, 0.362199, 1.858213; 0, 35, 1, 0; 9591707; 0, 1, 0; 0, 1, 0; 4, 1, 1;
1, 277; -2.776497, 3.356389, -1.385792; 0, 1, 1, 1; 231727771; 1, 0, 1; 1, 0, 0; 3, 1, 2;
0, 277; -2.827040, 3.390102, -1.389039; 0, 1, 1, 1; 231580171; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 277; -3.096258, 2.972472, -0.212372; 0, 3, 1, 1; 131070016; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 277; -3.098122, 2.978308, -0.209772; 0, 3, 1, 1; 131069143; 0, 1, 0; 0, 1, 0; 1, 1, 1;
0, 277; -3.100188, 2.970773, -0.214452; 0, 3, 1, 1; 131068960; 0, 1, 0; 0, 1, 0; 1, 1, 1;
0, 277; -3.355389, 3.226522, -0.415042; 0, 3, 1, 1; 141620214; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 277; -3.384127, 3.199991, -0.482306; 0, 3, 1, 1; 141741597; 1, 0, 1; 0, 1, 0; 4, 1, 2;
1, 282; -3.192637, 1.001863, 0.726838; 0, 4, 1, 0; 14112704; 1, 0, 1; 0, 1, 0; 1, 1, 2;
1, 292; 3.836262, -0.654650, 3.695080; 0, 38, 1, 0; 26407422; 0, 1, 0; 1, 0, 0; 3, 1, 1;
1, 317; 2.579493, -2.144570, -0.508391; 0, 33, 1, 0; 21626276; 0, 1, 0; 0, 1, 0; 4, 1, 1;
1, 318; 1.421802, 1.439049, -0.124563; 0, 26, 1, 1; 108498664; 0, 1, 0; 0, 1, 0; 4, 1, 1;
